CityEconomy,RecoverTime,Loss,CommunicationMethod,SuspectEducation,SuspectAbility,SuspectAge,SuspectGender,SuspectOccupation,SpecialDate
SecondTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Female,SocialProductionLifeService,Medium
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,majorCollege,Medium,Adult30To40,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,highSchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Serious100kTo1000k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,HeadsofEnterprises,Long
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,Manufacturing,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,ProfessionalTechnical,Short
Developed,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Serious10kTo100k,illegalOnline,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,college,Medium,Adult30To40,Male,Manufacturing,Short
ModeratelyDeveloped,Medium,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult30To40,Female,Clerical,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Teenagers,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Medium100To1k,traditionalTelephoneCommunication,vocationalCollege,Low,Teenagers,Male,SocialProductionLifeService,Short
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Low,Adult50To60,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
ModeratelyDeveloped,Medium,Low0To100,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Female,ProfessionalTechnical,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Female,SocialProductionLifeService,Short
Developed,Medium,Low0To100,traditionalTelephoneCommunication,masterDegree,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,highSchool,Low,Teenagers,Male,SocialProductionLifeService,Long
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,ProfessionalTechnical,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,SocialProductionLifeService,Long
Developed,Short,Low0To100,legalOnlineAbroad,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult40To50,Female,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Female,SocialProductionLifeService,Short
SecondTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Male,Manufacturing,Short
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
SecondTier,Medium,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,financialExchange,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult50To60,Female,SocialProductionLifeService,Long
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,highSchool,Medium,Adult50To60,Male,Manufacturing,Short
FirstTier,Short,Low0To100,financialExchange,middleSchool,Medium,Teenagers,Male,Manufacturing,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult40To50,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Teenagers,Male,SocialProductionLifeService,Long
FirstTier,Medium,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
Developed,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult40To50,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Teenagers,Male,SocialProductionLifeService,Short
FirstTier,Medium,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Male,SocialProductionLifeService,Short
Developed,Short,Serious100kTo1000k,traditionalTelephoneCommunication,highSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Medium
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Female,SocialProductionLifeService,Short
Developed,Medium,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
SecondTier,Medium,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult40To50,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
FirstTier,Short,Medium1kTo10k,legalOnlineAbroad,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Medium
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Teenagers,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Medium,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Teenagers,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Female,SocialProductionLifeService,Medium
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,financialExchange,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
Developed,Medium,Medium100To1k,offlineCommunication,highSchool,Medium,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
ThirdTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Long
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Low,Teenagers,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Female,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Medium,Teenagers,Male,SocialProductionLifeService,Long
Developed,Short,Low0To100,traditionalTelephoneCommunication,highSchool,Low,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult30To40,Female,HeadsofPartyStateOrgans,Long
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,vocationalCollege,Medium,Teenagers,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
FirstTier,Medium,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Teenagers,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Male,Manufacturing,Short
SecondTier,Short,Medium1kTo10k,legalOnlineAbroad,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Male,SocialProductionLifeService,Short
Developed,Short,Low0To100,legalOnline,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Medium,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Female,SocialProductionLifeService,Long
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Low,Adult30To40,Male,SocialProductionLifeService,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Female,SocialProductionLifeService,Medium
FirstTier,Medium,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Teenagers,Female,SocialProductionLifeService,Short
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Female,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Female,SocialProductionLifeService,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ThirdTier,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Serious100kTo1000k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,noEducationExperience,Low,Adult40To50,Female,Manufacturing,Short
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Female,SocialProductionLifeService,Short
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,primarySchool,Low,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,financialExchange,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Long
ThirdTier,Short,Low0To100,offlineCommunication,middleSchool,High,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Medium,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,Manufacturing,Long
SecondTier,Short,SeriousGreaterThan10000k,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Male,SocialProductionLifeService,Long
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
Developed,Medium,Medium100To1k,offlineCommunication,highSchool,Medium,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
FirstTier,Short,Serious10kTo100k,illegalOnline,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Low,Adult40To50,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult60To70,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Manufacturing,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Serious10kTo100k,financialExchange,highSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Long
Developed,Short,Medium100To1k,offlineCommunication,highSchool,Medium,Adult30To40,Female,HeadsofEnterprises,Long
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,ProfessionalTechnical,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Low,Adult20To30,Male,SocialProductionLifeService,Medium
Developed,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Female,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
FirstTier,Medium,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Male,SocialProductionLifeService,Short
