CityEconomy,RecoverTime,Loss,CommunicationMethod,VictimEducation,VictimIncome,VictimAge,VictimSex,SpecialDate,VictimOccupation
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,Manufacturing
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
Developed,Short,Serious100kTo1000k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,Long,SocialProductionLifeService
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Female,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Medium,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ThirdTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Low,Adult40To50,Male,Short,SocialProductionLifeService
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
Developed,Short,Serious10kTo100k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,Short,Manufacturing
ThirdTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,Long,SocialProductionLifeService
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,masterDegree,High,Adult30To40,Female,Short,ProfessionalTechnical
Developed,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult40To50,Female,Short,HeadsofPartyStateOrgans
ModeratelyDeveloped,Short,Serious10kTo100k,illegalOnline,majorCollege,Medium,Adult20To30,Female,Short,ProfessionalTechnical
FirstTier,Medium,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Long,Manufacturing
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,Manufacturing
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Female,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,illegalOnline,highSchool,Low,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,Low,Adult20To30,Male,Short,SocialProductionLifeService
SecondTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Female,Short,ProfessionalTechnical
SecondTier,Short,Medium100To1k,offlineCommunication,middleSchool,Low,Teenagers,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,Long,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Serious100kTo1000k,financialExchange,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,Manufacturing
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Low,Adult20To30,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Male,Short,ProfessionalTechnical
FirstTier,Short,Medium100To1k,offlineCommunication,middleSchool,Low,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,legalOnlineAbroad,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Medium,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Male,Short,ProfessionalTechnical
FirstTier,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Female,Long,SocialProductionLifeService
FirstTier,Medium,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,masterDegree,Medium,Adult20To30,Male,Short,HeadsofEnterprises
ModeratelyDeveloped,Short,Medium100To1k,offlineCommunication,college,Medium,Adult20To30,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Medium,SocialProductionLifeService
Developed,Short,Low0To100,financialExchange,middleSchool,Low,Adult60To70,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
Developed,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Female,Short,ProfessionalTechnical
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult40To50,Female,Long,Manufacturing
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult40To50,Female,Short,ProfessionalTechnical
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Short,Low0To100,offlineCommunication,college,Medium,Adult40To50,Female,Long,SocialProductionLifeService
Developed,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Long,Manufacturing
Developed,Short,Serious10kTo100k,illegalOnline,vocationalCollege,Medium,Adult30To40,Female,Long,Clerical
FirstTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Low,Adult30To40,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Medium,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,Short,SocialProductionLifeService
Developed,Short,Low0To100,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,legalOnline,vocationalCollege,Medium,Adult70To80,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Female,Short,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,legalOnline,highSchool,Medium,Adult40To50,Female,Medium,HeadsofEnterprises
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
SecondTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult40To50,Female,Long,SocialProductionLifeService
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ThirdTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
Developed,Short,Serious100kTo1000k,offlineCommunication,college,Medium,Adult50To60,Female,Long,ProfessionalTechnical
FirstTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Female,Short,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Low,Adult40To50,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Short,Serious10kTo100k,financialExchange,majorCollege,Medium,Adult20To30,Female,Short,Manufacturing
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
Developed,Short,Serious100kTo1000k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,Long,SocialProductionLifeService
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ThirdTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Serious10kTo100k,financialExchange,middleSchool,Medium,Adult40To50,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
Developed,Short,Serious100kTo1000k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,Short,HeadsofEnterprises
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult40To50,Female,Short,ProfessionalTechnical
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Teenagers,Male,Short,SocialProductionLifeService
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Medium,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ThirdTier,Medium,Low0To100,traditionalTelephoneCommunication,primarySchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Female,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Long,Serious10kTo100k,financialExchange,college,Medium,Adult40To50,Female,Short,ProfessionalTechnical
FirstTier,Long,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult50To60,Female,Medium,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,college,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,vocationalCollege,High,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,illegalOnline,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,offlineCommunication,college,Medium,Adult50To60,Female,Short,ProfessionalTechnical
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Long,Manufacturing
ThirdTier,Short,Medium100To1k,offlineCommunication,middleSchool,Low,Teenagers,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,financialExchange,middleSchool,Medium,Adult20To30,Male,Medium,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Medium,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Female,Medium,ProfessionalTechnical
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Male,Short,Manufacturing
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Female,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
SecondTier,Short,Serious10kTo100k,illegalOnline,middleSchool,Low,Adult20To30,Female,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
Developed,Short,Low0To100,offlineCommunication,college,Medium,Adult40To50,Female,Short,ProfessionalTechnical
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Medium,Low0To100,traditionalTelephoneCommunication,middleSchool,Low,Adult40To50,Male,Short,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult20To30,Male,Long,Manufacturing
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Female,Short,SocialProductionLifeService
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult40To50,Male,Long,SocialProductionLifeService
FirstTier,Long,Medium1kTo10k,offlineCommunication,college,Medium,Adult40To50,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,financialExchange,college,Medium,Adult20To30,Female,Short,ProfessionalTechnical
SecondTier,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
Developed,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult40To50,Female,Short,HeadsofPartyStateOrgans
Developed,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Female,Short,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,primarySchool,Low,Adult50To60,Male,Long,Manufacturing
